timestamp,name,index,level,id,animation_id,animation_frame,health_percent,overhead_player
2827,Tz-Kih,0,22,3116,-1,0,-1,None
2878,Tz-Kih,0,22,3116,-1,0,-1,None
2928,Tz-Kih,0,22,3116,-1,0,-1,None
2979,Tz-Kih,0,22,3116,-1,0,-1,None
3031,Tz-Kih,0,22,3116,-1,0,-1,None
3077,Tz-Kih,0,22,3116,-1,0,-1,None
3129,Tz-Kih,0,22,3116,-1,0,-1,None
3180,Tz-Kih,0,22,3116,-1,0,-1,None
3230,Tz-Kih,0,22,3116,-1,0,-1,None
3288,Tz-Kih,0,22,3116,-1,0,-1,None
3336,Tz-Kih,0,22,3116,-1,0,-1,None
3386,Tz-Kih,0,22,3116,-1,0,-1,None
3437,Tz-Kih,0,22,3116,-1,0,-1,None
3489,Tz-Kih,0,22,3116,-1,0,-1,None
3539,Tz-Kih,0,22,3116,-1,0,-1,None
3592,Tz-Kih,0,22,3116,-1,0,-1,None
3641,Tz-Kih,0,22,3116,-1,0,-1,None
3691,Tz-Kih,0,22,3116,-1,0,-1,None
3742,Tz-Kih,0,22,3116,-1,0,-1,None
3810,Tz-Kih,0,22,3116,-1,0,-1,None
3850,Tz-Kih,0,22,3116,-1,0,-1,None
3896,Tz-Kih,0,22,3116,-1,0,-1,None
3944,Tz-Kih,0,22,3116,-1,0,-1,None
4003,Tz-Kih,0,22,3116,-1,0,-1,None
4050,Tz-Kih,0,22,3116,-1,0,-1,None
4104,Tz-Kih,0,22,3116,-1,0,-1,None
4150,Tz-Kih,0,22,3116,-1,0,-1,None
4205,Tz-Kih,0,22,3116,-1,0,-1,None
4251,Tz-Kih,0,22,3116,-1,0,-1,None
4301,Tz-Kih,0,22,3116,-1,0,-1,None
4350,Tz-Kih,0,22,3116,-1,0,-1,None
4402,Tz-Kih,0,22,3116,-1,0,-1,None
4454,Tz-Kih,0,22,3116,-1,0,-1,None
4506,Tz-Kih,0,22,3116,-1,0,-1,None
4560,Tz-Kih,0,22,3116,-1,0,-1,None
4606,Tz-Kih,0,22,3116,-1,0,-1,None
4659,Tz-Kih,0,22,3116,-1,0,-1,None
4715,Tz-Kih,0,22,3116,-1,0,-1,None
4759,Tz-Kih,0,22,3116,-1,0,-1,None
4812,Tz-Kih,0,22,3116,-1,0,-1,None
4866,Tz-Kih,0,22,3116,-1,0,-1,None
4915,Tz-Kih,0,22,3116,-1,0,-1,None
4974,Tz-Kih,0,22,3116,-1,0,-1,None
5015,Tz-Kih,0,22,3116,-1,0,-1,None
5071,Tz-Kih,0,22,3116,-1,0,-1,None
5117,Tz-Kih,0,22,3116,-1,0,-1,None
5174,Tz-Kih,0,22,3116,2621,0,-1,None
5218,Tz-Kih,0,22,3116,2621,1,-1,None
5273,Tz-Kih,0,22,3116,2621,1,-1,None
5322,Tz-Kih,0,22,3116,2621,2,-1,None
5377,Tz-Kih,0,22,3116,2621,3,-1,None
5422,Tz-Kih,0,22,3116,2621,4,-1,None
5473,Tz-Kih,0,22,3116,2621,5,-1,None
5526,Tz-Kih,0,22,3116,2621,6,-1,None
5573,Tz-Kih,0,22,3116,2621,7,-1,None
5626,Tz-Kih,0,22,3116,2621,8,-1,None
5675,Tz-Kih,0,22,3116,2621,8,-1,None
5727,Tz-Kih,0,22,3116,2621,9,-1,None
5779,Tz-Kih,0,22,3116,-1,11,-1,None
5831,Tz-Kih,0,22,3116,-1,11,-1,None
5888,Tz-Kih,0,22,3116,-1,11,-1,None
5932,Tz-Kih,0,22,3116,-1,11,-1,None
5983,Tz-Kih,0,22,3116,-1,11,-1,None
6040,Tz-Kih,0,22,3116,-1,11,-1,None
6089,Tz-Kih,0,22,3116,-1,11,-1,None
6133,Tz-Kih,0,22,3116,-1,11,-1,None
6190,Tz-Kih,0,22,3116,-1,11,-1,None
6236,Tz-Kih,0,22,3116,-1,11,-1,None
6291,Tz-Kih,0,22,3116,-1,11,-1,None
6354,Tz-Kih,0,22,3116,2622,0,-1,None
6394,Tz-Kih,0,22,3116,2622,0,-1,None
6442,Tz-Kih,0,22,3116,2622,0,-1,None
6490,Tz-Kih,0,22,3116,2622,0,-1,None
6541,Tz-Kih,0,22,3116,2622,0,-1,None
6594,Tz-Kih,0,22,3116,2622,0,-1,None
6645,Tz-Kih,0,22,3116,2622,0,-1,None
6698,Tz-Kih,0,22,3116,2622,0,-1,None
6748,Tz-Kih,0,22,3116,2622,0,-1,None
6799,Tz-Kih,0,22,3116,2622,0,-1,None
6852,Tz-Kih,0,22,3116,2622,0,-1,None
6897,Tz-Kih,0,22,3116,2622,0,-1,None
6952,Tz-Kih,0,22,3116,2622,0,-1,None
7003,Tz-Kih,0,22,3116,2622,0,-1,None
7057,Tz-Kih,0,22,3116,2622,0,-1,None
7105,Tz-Kih,0,22,3116,2622,0,-1,None
7160,Tz-Kih,0,22,3116,2622,0,-1,None
7209,Tz-Kih,0,22,3116,2622,0,-1,None
7257,Tz-Kih,0,22,3116,2622,0,-1,None
7309,Tz-Kih,0,22,3116,2622,1,-1,None
7362,Tz-Kih,0,22,3116,2622,2,-1,None
7410,Tz-Kih,0,22,3116,2622,3,-1,None
7461,Tz-Kih,0,22,3116,2622,4,-1,None
7519,Tz-Kih,0,22,3116,2621,0,30,None
7564,Tz-Kih,0,22,3116,2621,0,30,None
7616,Tz-Kih,0,22,3116,2621,1,30,None
7666,Tz-Kih,0,22,3116,2621,2,30,None
7719,Tz-Kih,0,22,3116,2621,3,30,None
7777,Tz-Kih,0,22,3116,2621,4,30,None
7825,Tz-Kih,0,22,3116,2621,5,30,None
7875,Tz-Kih,0,22,3116,2621,5,30,None
7928,Tz-Kih,0,22,3116,2621,7,30,None
7973,Tz-Kih,0,22,3116,2621,7,30,None
8026,Tz-Kih,0,22,3116,2621,8,30,None
8077,Tz-Kih,0,22,3116,2621,9,30,None
8131,Tz-Kih,0,22,3116,-1,11,30,None
8176,Tz-Kih,0,22,3116,-1,11,30,None
8230,Tz-Kih,0,22,3116,-1,11,30,None
8281,Tz-Kih,0,22,3116,-1,11,30,None
8328,Tz-Kih,0,22,3116,-1,11,30,None
8378,Tz-Kih,0,22,3116,-1,11,30,None
8428,Tz-Kih,0,22,3116,-1,11,30,None
8483,Tz-Kih,0,22,3116,-1,11,30,None
8532,Tz-Kih,0,22,3116,-1,11,30,None
8582,Tz-Kih,0,22,3116,-1,11,30,None
8631,Tz-Kih,0,22,3116,-1,11,30,None
8683,Tz-Kih,0,22,3116,-1,11,30,None
8742,Tz-Kih,0,22,3116,-1,11,30,None
8792,Tz-Kih,0,22,3116,-1,11,0,None
8841,Tz-Kih,0,22,3116,-1,11,0,None
8894,Tz-Kih,0,22,3116,-1,11,0,None
8939,Tz-Kih,0,22,3116,-1,11,0,None
8989,Tz-Kih,0,22,3116,-1,11,0,None
9047,Tz-Kih,0,22,3116,-1,11,0,None
9091,Tz-Kih,0,22,3116,-1,11,0,None
9141,Tz-Kih,0,22,3116,-1,11,0,None
9196,Tz-Kih,0,22,3116,-1,11,0,None
9248,Tz-Kih,0,22,3116,-1,11,0,None
11279,Tz-Kih,0,22,3117,-1,0,-1,None
11328,Tz-Kih,0,22,3117,-1,0,-1,None
11381,Tz-Kih,0,22,3117,-1,0,-1,None
11432,Tz-Kih,0,22,3117,-1,0,-1,None
11485,Tz-Kih,0,22,3117,-1,0,-1,None
11538,Tz-Kih,0,22,3117,-1,0,-1,None
11584,Tz-Kih,0,22,3117,-1,0,-1,None
11638,Tz-Kih,0,22,3117,-1,0,-1,None
11694,Tz-Kih,0,22,3117,-1,0,-1,None
11744,Tz-Kih,0,22,3117,-1,0,-1,None
11795,Tz-Kih,0,22,3117,-1,0,-1,None
11840,Tz-Kih,0,22,3117,-1,0,-1,None
11900,Tz-Kih,0,22,3117,-1,0,-1,None
11940,Tz-Kih,0,22,3117,-1,0,-1,None
11995,Tz-Kih,0,22,3117,-1,0,-1,None
12058,Tz-Kih,0,22,3117,-1,0,-1,None
12096,Tz-Kih,0,22,3117,-1,0,-1,None
12151,Tz-Kih,0,22,3117,-1,0,-1,None
12196,Tz-Kih,0,22,3117,-1,0,-1,None
12249,Tz-Kih,0,22,3117,-1,0,-1,None
12303,Tz-Kih,0,22,3117,-1,0,-1,None
12365,Tz-Kih,0,22,3117,-1,0,-1,None
12414,Tz-Kih,0,22,3117,-1,0,-1,None
12459,Tz-Kih,0,22,3117,-1,0,-1,None
12520,Tz-Kih,0,22,3117,-1,0,-1,None
12561,Tz-Kih,0,22,3117,-1,0,-1,None
12617,Tz-Kih,0,22,3117,-1,0,-1,None
12669,Tz-Kih,0,22,3117,-1,0,-1,None
12720,Tz-Kih,0,22,3117,-1,0,-1,None
12769,Tz-Kih,0,22,3117,-1,0,-1,None
12826,Tz-Kih,0,22,3117,-1,0,-1,None
12868,Tz-Kih,0,22,3117,-1,0,-1,None
12920,Tz-Kih,0,22,3117,-1,0,-1,None
12969,Tz-Kih,0,22,3117,-1,0,-1,None
13017,Tz-Kih,0,22,3117,-1,0,-1,None
13071,Tz-Kih,0,22,3117,-1,0,-1,None
13125,Tz-Kih,0,22,3117,-1,0,-1,None
13172,Tz-Kih,0,22,3117,-1,0,-1,None
13223,Tz-Kih,0,22,3117,-1,0,-1,None
13276,Tz-Kih,0,22,3117,-1,0,-1,None
13331,Tz-Kih,0,22,3117,-1,0,-1,None
13381,Tz-Kih,0,22,3117,-1,0,-1,None
13431,Tz-Kih,0,22,3117,-1,0,-1,None
13483,Tz-Kih,0,22,3117,-1,0,-1,None
13531,Tz-Kih,0,22,3117,-1,0,-1,None
13587,Tz-Kih,0,22,3117,-1,0,-1,None
13634,Tz-Kih,0,22,3117,-1,0,-1,None
13686,Tz-Kih,0,22,3117,-1,0,-1,None
13735,Tz-Kih,0,22,3117,-1,0,-1,None
13785,Tz-Kih,0,22,3117,-1,0,-1,None
13838,Tz-Kih,0,22,3117,-1,0,-1,None
13889,Tz-Kih,0,22,3117,-1,0,-1,None
13937,Tz-Kih,0,22,3117,-1,0,-1,None
13991,Tz-Kih,0,22,3117,-1,0,-1,None
14044,Tz-Kih,0,22,3117,-1,0,-1,None
14094,Tz-Kih,0,22,3117,-1,0,-1,None
14142,Tz-Kih,0,22,3117,-1,0,-1,None
14194,Tz-Kih,0,22,3117,-1,0,-1,None
14250,Tz-Kih,0,22,3117,-1,0,-1,None
14297,Tz-Kih,0,22,3117,-1,0,-1,None
14353,Tz-Kih,0,22,3117,-1,0,-1,None
14397,Tz-Kih,0,22,3117,-1,0,-1,None
14454,Tz-Kih,0,22,3117,-1,0,-1,None
14500,Tz-Kih,0,22,3117,-1,0,-1,None
14555,Tz-Kih,0,22,3117,-1,0,-1,None
14606,Tz-Kih,0,22,3117,-1,0,-1,None
14656,Tz-Kih,0,22,3117,-1,0,-1,None
14703,Tz-Kih,0,22,3117,-1,0,-1,None
14753,Tz-Kih,0,22,3117,-1,0,-1,None
14805,Tz-Kih,0,22,3117,-1,0,-1,None
14859,Tz-Kih,0,22,3117,-1,0,-1,None
14907,Tz-Kih,0,22,3117,-1,0,-1,None
14957,Tz-Kih,0,22,3117,-1,0,-1,None
15011,Tz-Kih,0,22,3117,-1,0,-1,None
15058,Tz-Kih,0,22,3117,-1,0,-1,None
15111,Tz-Kih,0,22,3117,-1,0,-1,None
15160,Tz-Kih,0,22,3117,-1,0,-1,None
15216,Tz-Kih,0,22,3117,-1,0,-1,None
15269,Tz-Kih,0,22,3117,-1,0,-1,None
15314,Tz-Kih,0,22,3117,2622,0,-1,None
15368,Tz-Kih,0,22,3117,2622,0,-1,None
15372,Tz-Kih,1,22,3116,-1,0,-1,None
15416,Tz-Kih,0,22,3117,2622,0,-1,None
15419,Tz-Kih,1,22,3116,-1,0,-1,None
15470,Tz-Kih,0,22,3117,2622,0,-1,None
15474,Tz-Kih,1,22,3116,-1,0,-1,None
15529,Tz-Kih,0,22,3117,2622,0,-1,None
15533,Tz-Kih,1,22,3116,-1,0,-1,None
15573,Tz-Kih,0,22,3117,2622,0,-1,None
15576,Tz-Kih,1,22,3116,-1,0,-1,None
15626,Tz-Kih,0,22,3117,2622,0,-1,None
15628,Tz-Kih,1,22,3116,-1,0,-1,None
15674,Tz-Kih,0,22,3117,2622,0,-1,None
15676,Tz-Kih,1,22,3116,-1,0,-1,None
15727,Tz-Kih,0,22,3117,2622,0,-1,None
15729,Tz-Kih,1,22,3116,-1,0,-1,None
15777,Tz-Kih,0,22,3117,2622,0,-1,None
15780,Tz-Kih,1,22,3116,-1,0,-1,None
15828,Tz-Kih,0,22,3117,2622,0,-1,None
15831,Tz-Kih,1,22,3116,-1,0,-1,None
15879,Tz-Kih,0,22,3117,2622,0,-1,None
15882,Tz-Kih,1,22,3116,-1,0,-1,None
15928,Tz-Kih,0,22,3117,2622,0,-1,None
15931,Tz-Kih,1,22,3116,-1,0,-1,None
15974,Tz-Kih,0,22,3117,2622,0,-1,None
15977,Tz-Kih,1,22,3116,-1,0,-1,None
16029,Tz-Kih,0,22,3117,2622,0,-1,None
16031,Tz-Kih,1,22,3116,-1,0,-1,None
16086,Tz-Kih,0,22,3117,2622,0,-1,None
16089,Tz-Kih,1,22,3116,-1,0,-1,None
16134,Tz-Kih,0,22,3117,2622,0,-1,None
16137,Tz-Kih,1,22,3116,-1,0,-1,None
16185,Tz-Kih,0,22,3117,2622,0,-1,None
16188,Tz-Kih,1,22,3116,-1,0,-1,None
16232,Tz-Kih,0,22,3117,2622,0,-1,None
16234,Tz-Kih,1,22,3116,-1,0,-1,None
16283,Tz-Kih,0,22,3117,2622,0,-1,None
16287,Tz-Kih,1,22,3116,-1,0,-1,None
16336,Tz-Kih,0,22,3117,2622,0,-1,None
16338,Tz-Kih,1,22,3116,-1,0,-1,None
16385,Tz-Kih,0,22,3117,2622,0,-1,None
16387,Tz-Kih,1,22,3116,-1,0,-1,None
16436,Tz-Kih,0,22,3117,2622,1,-1,None
16439,Tz-Kih,1,22,3116,-1,0,-1,None
16487,Tz-Kih,0,22,3117,2622,2,-1,None
16489,Tz-Kih,1,22,3116,-1,0,-1,None
16544,Tz-Kih,0,22,3117,2622,3,10,None
16546,Tz-Kih,1,22,3116,-1,0,-1,None
16596,Tz-Kih,0,22,3117,2622,4,10,None
16599,Tz-Kih,1,22,3116,-1,0,-1,None
16642,Tz-Kih,0,22,3117,2622,5,10,None
16645,Tz-Kih,1,22,3116,-1,0,-1,None
16699,Tz-Kih,0,22,3117,2622,5,10,None
16703,Tz-Kih,1,22,3116,-1,0,-1,None
16745,Tz-Kih,0,22,3117,2622,6,10,None
16747,Tz-Kih,1,22,3116,-1,0,-1,None
16794,Tz-Kih,0,22,3117,2622,7,10,None
16796,Tz-Kih,1,22,3116,-1,0,-1,None
16846,Tz-Kih,0,22,3117,2622,8,10,None
16848,Tz-Kih,1,22,3116,-1,0,-1,None
16902,Tz-Kih,0,22,3117,2622,9,10,None
16905,Tz-Kih,1,22,3116,-1,0,-1,None
16956,Tz-Kih,0,22,3117,2622,9,10,None
16959,Tz-Kih,1,22,3116,-1,0,-1,None
17003,Tz-Kih,0,22,3117,-1,11,10,None
17005,Tz-Kih,1,22,3116,-1,0,-1,None
17053,Tz-Kih,0,22,3117,-1,11,10,None
17056,Tz-Kih,1,22,3116,-1,0,-1,None
17106,Tz-Kih,0,22,3117,-1,11,10,None
17108,Tz-Kih,1,22,3116,-1,0,-1,None
17155,Tz-Kih,0,22,3117,-1,11,10,None
17158,Tz-Kih,1,22,3116,-1,0,-1,None
17205,Tz-Kih,0,22,3117,-1,11,10,None
17207,Tz-Kih,1,22,3116,-1,0,-1,None
17259,Tz-Kih,0,22,3117,-1,11,10,None
17262,Tz-Kih,1,22,3116,-1,0,-1,None
17307,Tz-Kih,0,22,3117,-1,11,10,None
17311,Tz-Kih,1,22,3116,-1,0,-1,None
17355,Tz-Kih,0,22,3117,-1,11,10,None
17357,Tz-Kih,1,22,3116,-1,0,-1,None
17407,Tz-Kih,0,22,3117,-1,11,10,None
17409,Tz-Kih,1,22,3116,-1,0,-1,None
17463,Tz-Kih,0,22,3117,-1,11,10,None
17466,Tz-Kih,1,22,3116,-1,0,-1,None
17511,Tz-Kih,0,22,3117,-1,11,10,None
17514,Tz-Kih,1,22,3116,-1,0,-1,None
17569,Tz-Kih,0,22,3117,-1,11,10,None
17572,Tz-Kih,1,22,3116,-1,0,-1,None
17615,Tz-Kih,0,22,3117,-1,11,10,None
17618,Tz-Kih,1,22,3116,-1,0,-1,None
17662,Tz-Kih,0,22,3117,-1,11,10,None
17664,Tz-Kih,1,22,3116,-1,0,-1,None
17711,Tz-Kih,0,22,3117,-1,11,10,None
17713,Tz-Kih,1,22,3116,-1,0,-1,None
17769,Tz-Kih,0,22,3117,-1,11,10,None
17772,Tz-Kih,1,22,3116,-1,0,-1,None
17820,Tz-Kih,0,22,3117,-1,11,0,None
17822,Tz-Kih,1,22,3116,-1,0,-1,None
17866,Tz-Kih,0,22,3117,-1,11,0,None
17869,Tz-Kih,1,22,3116,-1,0,-1,None
17928,Tz-Kih,0,22,3117,-1,11,0,None
17931,Tz-Kih,1,22,3116,-1,0,-1,None
17970,Tz-Kih,0,22,3117,-1,11,0,None
17973,Tz-Kih,1,22,3116,-1,0,-1,None
18017,Tz-Kih,0,22,3117,-1,11,0,None
18019,Tz-Kih,1,22,3116,-1,0,-1,None
18069,Tz-Kih,0,22,3117,-1,11,0,None
18072,Tz-Kih,1,22,3116,-1,0,-1,None
18120,Tz-Kih,0,22,3117,-1,11,0,None
18123,Tz-Kih,1,22,3116,-1,0,-1,None
18170,Tz-Kih,0,22,3117,-1,11,0,None
18172,Tz-Kih,1,22,3116,-1,0,-1,None
18221,Tz-Kih,0,22,3117,-1,11,0,None
18223,Tz-Kih,1,22,3116,-1,0,-1,None
18272,Tz-Kih,0,22,3117,-1,11,0,None
18275,Tz-Kih,1,22,3116,-1,0,-1,None
18322,Tz-Kih,0,22,3116,-1,0,-1,None
18372,Tz-Kih,0,22,3116,-1,0,-1,None
18420,Tz-Kih,0,22,3116,-1,0,-1,None
18473,Tz-Kih,0,22,3116,-1,0,-1,None
18528,Tz-Kih,0,22,3116,-1,0,-1,None
18573,Tz-Kih,0,22,3116,-1,0,-1,None
18624,Tz-Kih,0,22,3116,-1,0,-1,None
18680,Tz-Kih,0,22,3116,-1,0,-1,None
18730,Tz-Kih,0,22,3116,-1,0,-1,None
18778,Tz-Kih,0,22,3116,-1,0,-1,None
18828,Tz-Kih,0,22,3116,-1,0,-1,None
18880,Tz-Kih,0,22,3116,-1,0,-1,None
18933,Tz-Kih,0,22,3116,-1,0,-1,None
18987,Tz-Kih,0,22,3116,-1,0,-1,None
19036,Tz-Kih,0,22,3116,-1,0,-1,None
19087,Tz-Kih,0,22,3116,-1,0,-1,None
19138,Tz-Kih,0,22,3116,-1,0,-1,None
19186,Tz-Kih,0,22,3116,-1,0,-1,None
19235,Tz-Kih,0,22,3116,-1,0,-1,None
19292,Tz-Kih,0,22,3116,-1,0,-1,None
19340,Tz-Kih,0,22,3116,-1,0,-1,None
19388,Tz-Kih,0,22,3116,-1,0,-1,None
19443,Tz-Kih,0,22,3116,-1,0,-1,None
19492,Tz-Kih,0,22,3116,-1,0,-1,None
19541,Tz-Kih,0,22,3116,2622,0,-1,None
19596,Tz-Kih,0,22,3116,2622,0,-1,None
19643,Tz-Kih,0,22,3116,2622,0,-1,None
19695,Tz-Kih,0,22,3116,2622,0,-1,None
19748,Tz-Kih,0,22,3116,2622,0,-1,None
19798,Tz-Kih,0,22,3116,2622,0,-1,None
19847,Tz-Kih,0,22,3116,2622,0,-1,None
19902,Tz-Kih,0,22,3116,2622,0,-1,None
19949,Tz-Kih,0,22,3116,2622,0,-1,None
20001,Tz-Kih,0,22,3116,2622,0,-1,None
20052,Tz-Kih,0,22,3116,2622,0,-1,None
20104,Tz-Kih,0,22,3116,2622,0,-1,None
20155,Tz-Kih,0,22,3116,2622,0,-1,None
20204,Tz-Kih,0,22,3116,2622,0,-1,None
20257,Tz-Kih,0,22,3116,2622,0,-1,None
20306,Tz-Kih,0,22,3116,2622,0,-1,None
20358,Tz-Kih,0,22,3116,2622,0,-1,None
20408,Tz-Kih,0,22,3116,2622,0,-1,None
20463,Tz-Kih,0,22,3116,2622,0,-1,None
20511,Tz-Kih,0,22,3116,2622,0,-1,None
20563,Tz-Kih,0,22,3116,2622,0,-1,None
20615,Tz-Kih,0,22,3116,2622,1,-1,None
20665,Tz-Kih,0,22,3116,2622,2,-1,None
20719,Tz-Kih,0,22,3116,2622,2,-1,None
20772,Tz-Kih,0,22,3116,2622,3,0,None
20818,Tz-Kih,0,22,3116,2622,5,0,None
20868,Tz-Kih,0,22,3116,2622,6,0,None
20923,Tz-Kih,0,22,3116,2622,6,0,None
20974,Tz-Kih,0,22,3116,2622,8,0,None
21021,Tz-Kih,0,22,3116,2622,8,0,None
21072,Tz-Kih,0,22,3116,2622,9,0,None
21122,Tz-Kih,0,22,3116,2622,9,0,None
21174,Tz-Kih,0,22,3116,-1,11,0,None
21229,Tz-Kih,0,22,3116,-1,11,0,None
21281,Tz-Kih,0,22,3116,-1,11,0,None
25510,Tz-Kek,0,45,3118,-1,0,-1,None
25561,Tz-Kek,0,45,3118,-1,0,-1,None
25614,Tz-Kek,0,45,3118,-1,0,-1,None
25667,Tz-Kek,0,45,3118,-1,0,-1,None
25717,Tz-Kek,0,45,3118,-1,0,-1,None
25766,Tz-Kek,0,45,3118,-1,0,-1,None
25815,Tz-Kek,0,45,3118,-1,0,-1,None
25867,Tz-Kek,0,45,3118,-1,0,-1,None
25917,Tz-Kek,0,45,3118,-1,0,-1,None
25973,Tz-Kek,0,45,3118,-1,0,-1,None
26023,Tz-Kek,0,45,3118,-1,0,-1,None
26072,Tz-Kek,0,45,3118,-1,0,-1,None
26123,Tz-Kek,0,45,3118,-1,0,-1,None
26175,Tz-Kek,0,45,3118,-1,0,-1,None
26224,Tz-Kek,0,45,3118,-1,0,-1,None
26277,Tz-Kek,0,45,3118,-1,0,-1,None
26327,Tz-Kek,0,45,3118,-1,0,-1,None
26394,Tz-Kek,0,45,3118,-1,0,-1,None
26435,Tz-Kek,0,45,3118,-1,0,-1,None
26482,Tz-Kek,0,45,3118,-1,0,-1,None
26538,Tz-Kek,0,45,3118,-1,0,-1,None
26583,Tz-Kek,0,45,3118,-1,0,-1,None
26634,Tz-Kek,0,45,3118,-1,0,-1,None
26686,Tz-Kek,0,45,3118,-1,0,-1,None
26735,Tz-Kek,0,45,3118,-1,0,-1,None
26788,Tz-Kek,0,45,3118,-1,0,-1,None
26840,Tz-Kek,0,45,3118,-1,0,-1,None
26890,Tz-Kek,0,45,3118,-1,0,-1,None
26943,Tz-Kek,0,45,3118,-1,0,-1,None
26995,Tz-Kek,0,45,3118,-1,0,-1,None
27042,Tz-Kek,0,45,3118,-1,0,-1,None
27098,Tz-Kek,0,45,3118,-1,0,-1,None
27143,Tz-Kek,0,45,3118,-1,0,-1,None
27193,Tz-Kek,0,45,3118,-1,0,-1,None
27245,Tz-Kek,0,45,3118,-1,0,-1,None
27295,Tz-Kek,0,45,3118,-1,0,-1,None
27349,Tz-Kek,0,45,3118,-1,0,-1,None
27401,Tz-Kek,0,45,3118,-1,0,-1,None
27449,Tz-Kek,0,45,3118,-1,0,-1,None
27503,Tz-Kek,0,45,3118,-1,0,-1,None
27551,Tz-Kek,0,45,3118,-1,0,-1,None
27603,Tz-Kek,0,45,3118,-1,0,-1,None
27651,Tz-Kek,0,45,3118,-1,0,-1,None
27707,Tz-Kek,0,45,3118,-1,0,-1,None
27753,Tz-Kek,0,45,3118,-1,0,-1,None
27806,Tz-Kek,0,45,3118,-1,0,-1,None
27859,Tz-Kek,0,45,3118,-1,0,-1,None
27908,Tz-Kek,0,45,3118,-1,0,-1,None
27958,Tz-Kek,0,45,3118,-1,0,-1,None
28011,Tz-Kek,0,45,3118,-1,0,-1,None
28060,Tz-Kek,0,45,3118,-1,0,-1,None
28112,Tz-Kek,0,45,3118,-1,0,-1,None
28165,Tz-Kek,0,45,3118,-1,0,-1,None
28213,Tz-Kek,0,45,3118,-1,0,-1,None
28270,Tz-Kek,0,45,3118,-1,0,-1,None
28318,Tz-Kek,0,45,3118,-1,0,-1,None
28372,Tz-Kek,0,45,3118,-1,0,-1,None
28423,Tz-Kek,0,45,3118,-1,0,-1,None
28470,Tz-Kek,0,45,3118,-1,0,-1,None
28525,Tz-Kek,0,45,3118,-1,0,-1,None
28579,Tz-Kek,0,45,3118,-1,0,-1,None
28626,Tz-Kek,0,45,3118,-1,0,-1,None
28676,Tz-Kek,0,45,3118,-1,0,-1,None
